Hotelname,Hotelid,Address,Cityname,Citycode,CountryCode,CountryName,Payment,Tel No.,FAX No.,Latitude,Longtitude,Star,# room,Email
Pool Villa Club,WSASIDLOP000100,"Jl. Pantai Senggigi, Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 693210,+62 370 693200,-8.500184,116.047972,5,,
Puri Bunga Beach Cottage,WSASIDLOP000103,"JALAN RAYA SENGGIGI, Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,62370693013,0370 693286,-8.495367,116.044968,3,,
Puri Indah Hotel and Convention Lombok,WSASIDLOP000104,"Jl. Sriwijaya No. 132, Cakranegara, Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,(0370) 7501616, ,-8.593057,116.119029,3,,
Puri Mas Boutique Resorts and Spa,WSASIDLOP000106,"Mangsit Beach Senggigi, Lombok Mataram",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,(62) 37 - 069 - 3831,(62) 37 - 069 - 3023,-8.481044,116.037371,4,,
Santika Mataram,WSASIDLOP000113,"Jl. Pejanggik No.32, Selaparang Mataram, Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,0370-617 8888,0370-617 8777,-8.581989,116.107595,3,,
Sheraton Senggigi Beach Resort,WSASIDLOP000121,"Jalan Raya Senggigi Km. 8 , Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,(62) 370 - 693 - 333,(62) 370 - 693 - 241,-8.494522,116.043865,5,,
Sudamala Suites and Villas Senggigi,WSASIDLOP000124,"Jalan Raya Mangsit, Senggigi Lombok, Indonesia",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 693111 / +62 361 288555 (rsvn),+62 370 692333 / +62 361288333,-8.479423,116.038019,5,,
Hotel Tugu Lombok,WSASIDLOP000136,"Jl Pantai Sire Desa Sigar Penjalin, Kecematan Tanj",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,(62) 370 - 620 - 111,(62) 370 - 620 - 444,-8.360975271,116.109109,5,,
Hotel Vila Ombak,WSASIDLOP000139,"Gili Trawangan Island , Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 (370) 6142336,+62 370 642337,-8.357879,116.040939,4,,
Mola Mola Resort Gili Air Lombok,WSASIDLOP000149,"Gili Air, Mataram Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 818 0301 3888, ,-8.363124,116.077513,4,,
Fizz Hotel,WSASIDLOP000155,Jl. Majapahit No.31 Mataram,Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 750 5999 / 081 7900 6999,+62 370 750 5999,-8.5892913,116.0913568,2,,
Grand Madani Hotel by Prasanthi Syariah,WSASIDLOP000156,Jl. Udayana No. 20 Nusa Tenggara Barat,Lombok,WSASIDLOP,WSASID,Indonesia,NONE,62370644677,62370644677,-8.575498,116.102814,3,,
Jeeva Santai Villas,WSASIDLOP000160,Jl. Raya Mangsit Senggigi Lombok,Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 (0) 370 619 7123, ,-8.481595,116.037338,4,,
Lima Satu Resort by BAIO,WSASIDLOP000167,"Jl. Raya Senggigi No.5, Malaka, Pemenang, Senggigi Kabupaten Lombok Utara, Indonesia",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,(0370) 6195276,+62 370 619 8551,-8.409952,116.054501,3,,
M Hotel Mataram,WSASIDLOP000168,Jl. Rajawali No. 10 Cakranegara,Lombok,WSASIDLOP,WSASID,Indonesia,NONE,62-370-6170333,62-370-6170163,-8.586814,116.127262,2,,
Ombak Paradise,WSASIDLOP000187,"Dusun Gili Air, Gili Indah, Lombok",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 370 6197234,+62 370 6197234,-8.364358,116.079226,3,,
Diva Lombok Resort,WSASIDLOP000238,"Jl. Raya Senggigi, Klui 2 Malaka, Pemenang, NTB",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 (370) 6198093, ,-8.468224,116.038691,3,,
Puri Indah Hotel Subak,WSASIDLOP000241,"Jalan Subak IV No.6 Cakranegara, Mataram Nusa Teng",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,0370 750 2858,0370 750 2858,-8.5919149,116.1257613,2,,
Montana Premier Senggigi (Formerly Core Premier Senggigi),WSASIDLOP000242,"Senggigi, Batu Layar, West Lombok Regency, West Nu",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,0370-619-8899,0370-619-8899,,,3.5,,
Gili Ocean Club,WSASIDLOP000276,"Jl. Gili Trwangan, Gili Trawangan Lombok, Indonesia",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 823 3941 2760,+62 823 3941 2760,-8.3469116,116.039144,3,,
Marc Hotel Gili Trawangan,WSASIDLOP000278,Kavling Gili Indah Blok E No 4 Gili Trawangan - Gili Indah Lombok Utara,Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62370 6198555,+62370 6198555,-8.355332,116.042555,4,,
Meno Colanta Bungalows,WSASIDLOP000279,"Gili Indah, Gili Meno, Lombok, Indonesia",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,0853-3349-1838,+62 853 3349 1838,-8.35352,116.058841,0,,
Meno Heaven Bungalows,WSASIDLOP000280,"Jalan Pantai Bounty, Gili Meno",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62 853 3349 1838,+62 853 3349 1838,-8.354523,116.055195,3,,
Rajavilla Lombok Resort,WSASIDLOP000282,"Jl. Raya Senggigi km. 8 no. 8 9 unit buildings, oc",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62-370-6198-999,+62-370-6198-999,116.039629,116.039629,4,,
Selong Selo Resort and Residences,WSASIDLOP000283,"Mangkung, Jl. Batu Jangkih Sepi, Selong Belanak",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,+62-812-3682-3141,+62-812-3682-3141,-8.843183,116.163112,5,,
Sadev Resort Gili Trawangan,WSASIDLOP000284,"Jalan Nautilus, Gili Trawangan Lombok - Nusa Tengg",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,, ,,,0,,
Nutana Lombok,WSASIDLOP000286,"Jalan Airlangga No 14, Cakranegara selatan, selapa",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,0370 624 703,0370 624 703,-8.587435,116.100515,2,,
Sikara Lombok Hotel,WSASIDLOP000295,"Jalan Raya Kuta Dusun Kuta II, Kec. Pujut, 83573 K",Lombok,WSASIDLOP,WSASID,Indonesia,NONE,0370 - 650 2749,0370 - 650 2749,-8.8900151,116.2717694,4,,
Emersia Hotel and Resort,WSASIDLPG000004,"Jl. Wolter Monginsidi No. 70, Bandar Lampung",Bandar Lampung,WSASIDTKG,WSASID,Indonesia,NONE,+62 721 258258,+62 721 262440,-5.426246,105.250855,4,,
Grand Elty Krakatoa,WSASIDLPG000006,Jl.Trans Sumatera Km.45 Merak Belatung,Bandar Lampung,WSASIDTKG,WSASID,Indonesia,NONE,+62 727 322900,+62 727 322323,-5.674103,105.53324,4,,
Yunna Hotel Lampung (formerly Inna Eight Lampung),WSASIDLPG000008,"Jl. Ikan Hiu No. 1, Teluk Betung, Bandar Lampung",Bandar Lampung,WSASIDTKG,WSASID,Indonesia,NONE,+62 721 477888,+62 721 475808,-5.447011362,105.2648364,3,,
POP Hotel Tanjung Karang Lampung,WSASIDLPG000013,Jl. Wolter Monginsidi Bandar Lampung,Bandar Lampung,WSASIDTKG,WSASID,Indonesia,NONE,+62 721 241742 / +62 21 52960490,+62 721 241724,-5.424513,105.251163,2,,
Estrella Hotel,WSASIDLUW000001,"Jalan Mandapar,Kawasan Bukit Halimun,Central Sulaw",Luwuk,WSASIDLUW,WSASID,Indonesia,NONE,+62 461 3128080 / +62 461 3128082,+62 461 3128123,,,3,,
Swiss Belinn Luwuk,WSASIDLUW000006,"Jalan Kantor DPRD Baru, Desa/kelurahan Mahas. Keca",Luwuk,WSASIDLUW,WSASID,Indonesia,NONE,+62 461 3128 600,+62 461 3128 600,-0.939944,122.793616,0,,
Santika Luwuk,WSASIDLUW000007,"Jl. Kakap, Komplek Bukit Halimun",Luwuk,WSASIDLUW,WSASID,Indonesia,NONE,+62 461 3202022,+62 461 3202033,-0.9902556,122.790186,3,,
Aryaduta Manado,WSASIDMDC000001,Jl. Piere Tendean Boulevard,Manado,WSASIDMDC,WSASID,Indonesia,NONE,+62 431 855555/3600425,+62 431 841190,1.487635,124.83727,5,,
Biz Boulevard Hotel Manado,WSASIDMDC000004,Jl. Piere Tendean No. 35 BoulevardWenang,Manado,WSASIDMDC,WSASID,Indonesia,NONE,+62 431 850585 / +62856 5696 9689,+62 431 560155,1.48188,124.83525,3,,
Cocotinos A Boutique Dive Resort and Spa,WSASIDMDC000006,Desa Kima Bajo Dusun III Kecamatan Wori Kabupaten Minahasa UtaraNorth Sulawes,Manado,WSASIDMDC,WSASID,Indonesia,NONE,+6281224308800 / 08114302118, ,1.600909,124.86829,4,,
Genio Hotel (Formerly Sparks Lite),WSASIDMDC000009,"Jl.Kol Sugiono 21 Marambak, Manado",Manado,WSASIDMDC,WSASID,Indonesia,NONE,+62 431 858888,+62 431 856888,1.492785,124.845768,3,,
Gran Central Manado,WSASIDMDC000010,Jl. Sudirman No. 45 Manado Manado,Manado,WSASIDMDC,WSASID,Indonesia,NONE,+62 431 878888,+62 431 878999,1.489602,124.844406,3,,
Gran Puri Manado,WSASIDMDC000011,"Jl. Sam Ratulangi 458, Malalayang, Manado",Manado,WSASIDMDC,WSASID,Indonesia,NONE,+62 431 822888,+62 431 858892,1.459181,124.837351,4,,
Griya Sintesa Manado,WSASIDMDC000013,"Jl. Dr. Soetomo No 4, Manado",Manado,WSASIDMDC,WSASID,Indonesia,NONE,+62 431 855196,+62 431 855268,1.49065,124.8437,2,,
Ibis Manado City Center Boulevard,WSASIDMDC000015,"Jl Piere Tendean Boulevard No 85, Manado",Manado,WSASIDMDC,WSASID,Indonesia,NONE,+62 431 848 800,+62 431 848 801,1.472922,124.83308,3,,
Lion Hotel and Plaza,WSASIDMDC000019,"Jl.Piere Tendean No.19 Boulevard, Sario, Manado",Manado,WSASIDMDC,WSASID,Indonesia,NONE,0431 8883333/0431 8883337,0431 8883332,1.464821,124.827128,4,,
Maleosan Inn Manado,WSASIDMDC000020,"Jl.B.W.Lapian , Manado",Manado,WSASIDMDC,WSASID,Indonesia,NONE,0822-9311-7118 / (0431)-889080,0431 8890799,1.485022,124.847242,1,,
Quality Manado,WSASIDMDC000022,Jl. Piere Tendean No. 88 - 89 Boulevard Manado,Manado,WSASIDMDC,WSASID,Indonesia,NONE,+62 431 8883888,+62 431 8881111,1.464718,124.828649,4,,
Mercure Manado Tateli Beach Resort,WSASIDMDC000024,"Jl. Raya Tanawangko, Manado",Manado,WSASIDMDC,WSASID,Indonesia,NONE,+62 431 825 888 / 0431 838671,+62 431 825 999,1.452923,124.755188,4,,
Novotel Manado Golf Resort and Convention Center,WSASIDMDC000031,"Jalan AA Maramis Kayuwatu, Manado",Manado,WSASIDMDC,WSASID,Indonesia,NONE,(62) 431 - 818 - 889,(62) 431 - 818 - 899,1.50265333,124.895336,4,,
Prince Boulevard Hotel,WSASIDMDC000034,"Jl. Piere Tendean Boulevard, Sario Tumpaan, Sario,",Manado,WSASIDMDC,WSASID,Indonesia,NONE,(0431) 850193 / 0853-9565-0239,(0431) 850193,1.469345,124.831321,2,,
Grand Luley Resort and Dive,WSASIDMDC000039,"Tongkaina-Bunaken, Manado",Manado,WSASIDMDC,WSASID,Indonesia,NONE,(0431) 8858222,+62431 – 8850 547,1.575308,124.809482,4,,
Sutanraja Hotel Amurang Manado,WSASIDMDC000043,"Jalan Raya Trans Sulawesi, Amurang Minahasa Selatan, Sulawesi UtaraIt takes 2 hours from Manado",Manado,WSASIDMDC,WSASID,Indonesia,NONE,+62430 22234 / 0821-8923-8544,+62430 22234,1.2054581,124.5879087,4,,
Sutanraja Hotel Kotamobagu Manado,WSASIDMDC000044,"Jalan Raya Siliwangi Kobo Besar, RT 01 RW 02 Kel. Kobo Besar, KotamobaguIt takes 4 hours from Manado",Manado,WSASIDMDC,WSASID,Indonesia,NONE,(0434) 2621717,+62434 2621 888,0.725119,124.32501,4,,
Swiss Belhotel Maleosan Manado,WSASIDMDC000046,Jl. Jend. Sudirman Kav. 85 - 87,Manado,WSASIDMDC,WSASID,Indonesia,NONE,431861000,+62 431 862000,1.488564,124.846577,4,,
Travello Manado,WSASIDMDC000050,Jl. Sudirman No. 123 Wenang,Manado,WSASIDMDC,WSASID,Indonesia,NONE,(62) 431 - 855 - 999,(62) 431 - 844 - 999,1.489498,124.843221,3,,
Whiz Prime Megamas Manado,WSASIDMDC000052,"Kawasan Megamas Jalan Piere Tendean Boulevard, Man",Manado,WSASIDMDC,WSASID,Indonesia,NONE,+62 431 889 0889,+62 431 8890998,1.481045,124.833164,3,,
Best Western The Lagoon,WSASIDMDC000053,Shoulder Complex Mall A3 Block Jalan Wolter Monginsidi No.1,Manado,WSASIDMDC,WSASID,Indonesia,NONE,+62 431 7282 888,+62 431 7282 888,1.462211,124.823614,4,,
Four Points by Sheraton Manado,WSASIDMDC000054,"Jalan Piere Tendean Boulevard, Sario Manado, Wenan",Manado,WSASIDMDC,WSASID,Indonesia,NONE,+62 431 880 3999,+62 431 880 3999,1.470173,124.830876,4,,
Casabaio Paradise Resort Manado,WSASIDMDC000057,Maen Village - North Minahasa,Manado,WSASIDMDC,WSASID,Indonesia,NONE,0431-8941808 / 082348616003 / 081277895033 / 08788,+62 431 8941 809,1.673638,125.121002,4,,
Bahu Bay Residence Manado,WSASIDMDC000058,"Jalan R.W Monginsidi, Malalayang",Manado,WSASIDMDC,WSASID,Indonesia,NONE,+62 431 7287898,+62 431 7287898,,,0,,
S Loft Manado,WSASIDMDC000060,"Jalan Sam Ratulangi II. No 118, Manado",Manado,WSASIDMDC,WSASID,Indonesia,NONE,, ,,,1,,
Amaris Madiun,WSASIDMDN000002,"Jl. Kalimantan No. 30 Madiun, Jawa Timur",Madiun,WSASIDMDN,WSASID,Indonesia,NONE,+62 351 4472525,+62 351 4472526,-7.6266327,111.5195282,2,,
Aston Madiun Hotel and Conference Center,WSASIDMDN000003,"Jl. Mayjen Sungkono No. 41, Madiun",Madiun,WSASIDMDN,WSASID,Indonesia,NONE,+62 351 4472222,+62 351 4472345,-7.639690342,111.5138054,4,,
Setia Budi Madiun,WSASIDMDN000009,"Jl. Mangga No. 4 Madiun Madiun, Jawa Timur",Madiun,WSASIDMDN,WSASID,Indonesia,NONE,+62 351 464406,+62 351 464406,-7.6357215,111.521301,2,,
The Sun Hotel Madiun,WSASIDMDN000010,Jl. Letjen S. Parman No. 8 Kawasan Bisnis dan Rekreasi Suncity Festival,Madiun,WSASIDMDN,WSASID,Indonesia,NONE,+62 351 4472120 / 4472121,+62 351 4472211,,,3,,
Favehotel Madiun,WSASIDMDN000011,"Jl. Mayjend Sungkono No.43, Nambangan Kidul, Mangu",Madiun,WSASIDMDN,WSASID,Indonesia,NONE,+62 351 448 7777,+62 351 448 7777,,,0,,
Amanjiwo Resort Magelang,WSASIDMGG000001,"Ds. Majaksingi, Borobudur Magelang, Jawa Tengah",Magelang,WSASIDMGG,WSASID,Indonesia,NONE,0293 - 788333,0293 - 788355,-7.631798473,110.2020442,5,,
Atria Hotel and Conference Magelang,WSASIDMGG000002,"Jl. Jendral Sudirman No. 42 Magelang, Jawa Tengah",Magelang,WSASIDMGG,WSASID,Indonesia,NONE,0293 - 3219999,0293-3219888,-7.4937018,110.2227837,4,,
Plataran Borobudur Resort and Spa,WSASIDMGG000008,"Dusun Tanjungan, Borobudur Magelang, Jawa Tengah",Magelang,WSASIDMGG,WSASID,Indonesia,NONE,+62 293 788 888,+62 293 788 699,-7.605638526,110.1912832,4,,
Safira Magelang,WSASIDMGG000011,"Jalan Gatot Subroto No. 56A Magelang, Jawa Tengah",Magelang,WSASIDMGG,WSASID,Indonesia,NONE,+62 293 0360033,+62 293 0360033,,,0,,
Plataran Heritage Borobudur Hotel,WSASIDMGG000019,"Dusun Kretek, Karangrejo Borobudur, Magelang",Magelang,WSASIDMGG,WSASID,Indonesia,NONE,(0293) 788888,(0293) 788699,,,5,,
MesaStila Villa,WSASIDMGG000020,"Desa Losari, Grabag Po Box 108 Magelang Selatan",Magelang,WSASIDMGG,WSASID,Indonesia,NONE,+62 298 596333,+62 298 592696,-7.213604412,110.3109795,5,,
Grand Whiz Hotel Trawas (Formerly Grand Trawas),WSASIDMJO000003,Trawas - Mojokerto,Mojokerto,WSASIDMJO,WSASID,Indonesia,Pre Payment,+62 343 880015,+62 343 880012,,,3,,
Royal Caravan Hotel and Outbound,WSASIDMJO000005,Jl. Raya Trawas - Ds. Sukosari Trawas,Mojokerto,WSASIDMJO,WSASID,Indonesia,NONE,+62 343 880302,+62 343 885478,-7.664336661,112.5940704,2,,
Royal Trawas Hotel and Cottages,WSASIDMJO000006,"Jl. Slepi, Trawas, Mojokerto",Mojokerto,WSASIDMJO,WSASID,Indonesia,NONE,+62 343 880 100,+62 343 883948,-7.663791,112.593653,3,,
Ayola Sunrise Mojokerto,WSASIDMJO000013,"Jl. Benteng Pancasila No 9, Mergelo, Balongsari, M",Mojokerto,WSASIDMJO,WSASID,Indonesia,NONE,+62 321 5284999,+62 321 5284999,-7.471518,112.443502,3,,
Aston Niu Manokwari,WSASIDMKW000001,"Sogun Hill Blok B-3, Jl. Raya Esau Sesa Manokwari, Indonesia",Manokwari,WSASIDMKW,WSASID,Indonesia,NONE,+62 986 2211012 / +62 986 212333 / +62 81344385777,+62 986 214999 / +62 986 2211012 / +62 986 212333,-0.897529,134.041812,4,,
Swiss Belhotel Manokwari,WSASIDMKW000003,Jl.Yos Sudarso No.8 Manokwari,Manokwari,WSASIDMKW,WSASID,Indonesia,NONE,+62 986 212999 /08114854000,+62 986 212777,-0.85689092,134.0673852,4,,
Amaris Hotel Malang,WSASIDMLG000001,Jl. Letjend. Sutoyo No. 39,Malang,WSASIDMLG,WSASID,Indonesia,NONE,+62 341 419191,+62 341 402373,-7.960701,112.63646,2,,
Atria Hotel and Conference Malang,WSASIDMLG000003,Jl. Letnan Jenderal S Parman No. 87-89,Malang,WSASIDMLG,WSASID,Indonesia,NONE,+62 341 409999,+62 341 412888,-7.949471,112.639351,4,,
The 1O1 Malang OJ (The 101 Malang OJ),WSASIDMLG000005,Jl. Dr. Cipto No. 11 Malang Pusat,Malang,WSASIDMLG,WSASID,Indonesia,NONE,+62 341 368888,+62 341 360222,-7.968124,112.63527,4,,
DeView Hotel Batu,WSASIDMLG000006,"Raya Selecta 157, Batu, Malang, Indonesia",Batu,WSASIDBTU,WSASID,Indonesia,NONE,+62 341 590333,+62 341 590393,,,3,,
Dewarna Hotel Sutoyo,WSASIDMLG000008,Jl. Letjend Sutoyo No.22 Malang,Malang,WSASIDMLG,WSASID,Indonesia,NONE,+62 341 407407,+62 341 412412,-7.961644151,112.6364574,3,,
El Hotel Malang,WSASIDMLG000009,Jl. Bukit Palem Raya No. 1 & 3 Green Hills Reside,Malang,WSASIDMLG,WSASID,Indonesia,NONE,+62 341 469090,+62 341 469092,-7.902201,112.605657,3,,
Everyday Smart Malang,WSASIDMLG000010,Jl. Soekarno Hatta No.2 malang,Malang,WSASIDMLG,WSASID,Indonesia,NONE,+62 341 406688,+62 341 3070299,-7.949271,112.616364,2,,
The Grand Palace Malang,WSASIDMLG000012,Jl. Ade Irma Suryani No. 23,Malang,WSASIDMLG,WSASID,Indonesia,NONE,+62 341 332919,+62 341 360630,-7.984971,112.629201,3,,
Harris Hotel and Conventions Malang,WSASIDMLG000014,Jl. Jend A. Yani Utara Perum Riverside C-1,Malang,WSASIDMLG,WSASID,Indonesia,NONE,+62 341 2992299,+62 341 2992288,-7.92584,112.644631,4,,
Grand Cakra (Formerly Horison Ultima Malang),WSASIDMLG000016,Jl. Green Boulevard No.2,Malang,WSASIDMLG,WSASID,Indonesia,NONE,+62 341 484777,+62 341 480339,-7.935679,112.651384,4,,
Ibis Styles Malang,WSASIDMLG000019,"Jl. S Parman, No. 45 East Java - Malang",Malang,WSASIDMLG,WSASID,Indonesia,NONE,+62 341 409900,+62 341 419900,-7.952553,112.638311,3,,
MaxOneHotels.com @ Malang,WSASIDMLG000023,Jl. Jaksa Agung R. Soeprapto 75 A,Malang,WSASIDMLG,WSASID,Indonesia,NONE,+62 341 350000,+62 341 357999,-7.966094,112.633623,3,,
Ollino Garden,WSASIDMLG000027,Jl. Aries Munandar No. 41-45,Malang,WSASIDMLG,WSASID,Indonesia,NONE,+62 341 350350,+62 341 345345,-7.981547,112.634915,3,,
Sahid Montana Dua Malang,WSASIDMLG000030,Jl. Candi Panggung No.2 Malang,Malang,WSASIDMLG,WSASID,Indonesia,NONE,+62 341 49588,+62 341 498025,-7.93854,112.623928,3,,
The Shalimar Boutique Hotel,WSASIDMLG000034,Jalan Cerme 16,Malang,WSASIDMLG,WSASID,Indonesia,NONE,+62 341324989,+62 341367856,,,5,,
Solaris Malang,WSASIDMLG000035,Jl. Raya Karanglo No. 69 Singosari,Malang,WSASIDMLG,WSASID,Indonesia,NONE,+62 341 407888,+62 341 417999,-7.913491,112.655456,3,,
Swiss-Belinn Malang,WSASIDMLG000037,"JL. Veteran No.8A, Malang , Jawa Timur",Malang,WSASIDMLG,WSASID,Indonesia,NONE,+62 341 550368,+62 341 550369,-7.955483,112.618803,3,,
The Balava,WSASIDMLG000039,"Jl. Kolonel Sugiono 6, Malang",Malang,WSASIDMLG,WSASID,Indonesia,NONE,+62 341 2998888,+62 341 3038449,-7.995293,112.63258,3,,
Trio Indah 2 Malang,WSASIDMLG000042,Jl. Brigjend Slamet Riadi 1-3,Malang,WSASIDMLG,WSASID,Indonesia,NONE,(0341) 359083,+62 341 359088,-7.974248,112.629516,2,,
Tugu Malang Hotel,WSASIDMLG000043,Jl. Monument No. 3,Malang,WSASIDMLG,WSASID,Indonesia,NONE,+62 341 363891,+62 341 362747,-7.97733,112.633013,5,,
Whiz Prime Basuki Rahmat,WSASIDMLG000057,"Jl. Jenderal Basuki Rahmat No.85-87, Klojen",Malang,WSASIDMLG,WSASID,Indonesia,NONE,0341 3030888,0341 3030999,,,0,,
The Himana Hotel,WSASIDMLG000058,"Jl. Raya Dieng No.31 Pisang Candi, Kota Malang",Malang,WSASIDMLG,WSASID,Indonesia,NONE,0341 561000,0341 561999,,,3,,
Damar Hotel,WSASIDMLG000083,"Jalan Kedawung No. 45, Lowokwaru",Malang,WSASIDMLG,WSASID,Indonesia,NONE,+62 341 3037 070,+62 341 3037 070,,,2,,
Front One Boutique B21 Malang,WSASIDMLG000085,"Jalan Baluran No 21 , Malang",Malang,WSASIDMLG,WSASID,Indonesia,NONE,+62 341-347888,+62 341-347888,-7.9661804,112.6240327,0,,
The Natsepa Resort and Conference Center,WSASIDMLU000003,Jl. Raya Natsepa No. 36 Suli Salahatu,Ambon,WSASIDAMQ,WSASID,Indonesia,NONE,+62 911 362555,+62 911 362111,-3.62239676,128.2857016,4,,
Capa Resort Maumere,WSASIDMOF000001,"Nairoa Waipare Street, Maumere",Maumere,WSASIDMOF,WSASID,Indonesia,NONE,0382 2425000,0382 2425111,-8.639269,122.28183,3,,
Grand Zuri Muara Enim,WSASIDMRM000002,"Jl. Jendral Sudirman, Talang Jawa, Kel. Pasar III,",Muara Enim,WSASIDMRM,WSASID,Indonesia,NONE,+62 734 422500,+62 734 422400,,,4,,
Griya Sintesa Muara Enim,WSASIDMRM000003,"Jl.Karet Kelurahan Air Lintang ,Kabupaten Muara En",Muara Enim,WSASIDMRM,WSASID,Indonesia,NONE,+62 734 422901,+62 734 422902,,,3,,
Amanwana Resort,WSASIDMYD000001,"Moyo Island, West Sumbawa Regency, Indonesia PO Box 33, Sumbawa Besar, NTB 84301, Indonesia",Sumbawa,WSASIDSWQ,WSASID,Indonesia,NONE,(62) 371 22233,(62) 371 22288,-8.263015,117.498724,5,,
Grand Ussu,WSASIDPCK000012,Jl. Puncak Raya km 79 no. 62,Puncak,WSASIDPCK,WSASID,Indonesia,NONE,0251 825 6808,0251 825 9456,,,4,,
Palace Cipanas Puncak,WSASIDPCK000016,Jl. Raya Cipanas,Puncak,WSASIDPCK,WSASID,Indonesia,NONE,+62 263 524100,+62 263 524102,-6.735786703,107.0419407,4,,
Parama Puncak,WSASIDPCK000017,Jl. Raya Puncak Km 22,Puncak,WSASIDPCK,WSASID,Indonesia,NONE,+62 251 8252626 / 8253437,+62 251 8253436,-6.664266559,106.9199753,3,,
Pesona Alam Resort and Spa (Formerly Harris Hotel and Convention Puncak),WSASIDPCK000018,"Jl. Taman Safari no.101, Kp. Baru Tegal RT 003/Rw",Puncak,WSASIDPCK,WSASID,Indonesia,NONE,+62 251 8217111,+62 251 8217112,,,4,,
PP University,WSASIDPCK000019,"Jl. Raya Puncak KM. 77 Leuwimalang, Cisarua, Bogor",Puncak,WSASIDPCK,WSASID,Indonesia,NONE,+62 251 8254502,+62 251 8252827,,,2,,
Sahid Eminence Hotel Convention and Resort,WSASIDPCK000025,Jl. Hanjawar No. 19 Ciloto Puncak - West Java,Puncak,WSASIDPCK,WSASID,Indonesia,NONE,+62 263 512000,+62 263 512000,-6.7085087,107.0232242,4,,
Tangko Inn Resort,WSASIDPCK000028,"Desa Kemang, Sindanglaya, Cipanas-Puncak",Puncak,WSASIDPCK,WSASID,Indonesia,NONE,+6263 523377 / +62 813 2120 2656,021 4216303/021 4241734,-6.74062395,107.0210034,3,,
Jayakarta Cisarua Inn and Villa,WSASIDPCK000029,Jl. Raya Puncak Km 84,Puncak,WSASIDPCK,WSASID,Indonesia,NONE,+62 251 8253245,+62 251 8253246,-6.688813,106.953028,2,,
Zuri Resort Cipanas,WSASIDPCK000031,"Jl. Raya Cipanas No 219, Sindanglaya, Cipanas",Puncak,WSASIDPCK,WSASID,Indonesia,NONE,+6263 512 505,+6263 512 995,-6.723768,107.0368252,0,,
Kyriad Bumi Minang,WSASIDPDG000001,"Jalan Bundo Kandung No. 20-28 Padang, Sumatera Barat",Padang,WSASIDPDG,WSASID,Indonesia,NONE,+62 751 37555,+62 751 37567,-0.955367,100.358604,4,,
Daima Hotel,WSASIDPDG000006,"Jl. Jend. Sudirman No. 17 Padang, Sumatera Barat",Padang,WSASIDPDG,WSASID,Indonesia,NONE,+62 751 892700 / 892708 / 892715,+62 751 892751/701,-0.944004,100.361773,3,,
Favehotel Olo Padang,WSASIDPDG000008,"Jl. Belakang Lintas No.46, Olo, Padang Bar., Kota",Padang,WSASIDPDG,WSASID,Indonesia,NONE,+62 751 8955211,+62 751 8955212,-0.945376,100.356027,2,,
Grand Inna Padang,WSASIDPDG000009,"Jl. Gereja No.34, Padang",Padang,WSASIDPDG,WSASID,Indonesia,NONE,+62 751 35600,+62 751 38266,-0.957343,100.35698,5,,
Grand Sari Padang,WSASIDPDG000010,"Jl. M.H. Thamrin No. 48 Padang, Sumatera Barat",Padang,WSASIDPDG,WSASID,Indonesia,NONE,+62 751 891555 / 891666,+62 751 23854,-0.955444397,100.3681433,2,,
Grand Zuri Padang,WSASIDPDG000011,"Jl. M. Thamrin No. 27 Padang, Sumatera Barat",Padang,WSASIDPDG,WSASID,Indonesia,NONE,+62 751 894888 0823 92639232 / 0856 68933399,+62 751 894999,-0.954672,100.364077,4,,
HW Hotel,WSASIDPDG000013,Jl. Hayam Wuruk No. 16 Padang,Padang,WSASIDPDG,WSASID,Indonesia,NONE,+62 751 893500,+62 751 893501,-0.958607,100.355329,3,,
Ibis Padang,WSASIDPDG000014,"Jl. Taman Siswa No.1A, Padang",Padang,WSASIDPDG,WSASID,Indonesia,NONE,+62 751 4488688,+62 751 4488678,-0.929548,100.363152,3,,
